experiment_name,benchmark,benchmark_split,benchmark_file,item_id,benchmark_version,model_id,model,model_backend,condition,condition_name,frame_family,frame_placement,frame_variant_id,frame_source,seed,temperature,top_p,do_sample,max_new_tokens_j1,max_new_tokens_explanation,max_new_tokens_j2,family,difficulty,domain,setting_type,dissociation_target,gold_heart_worse,gold_act_worse,j1_heart_worse,j1_act_worse,j1_raw_output,j1_parse_success,j1_repair_attempted,j1_repair_success,explanation_text,explanation_raw_output,explanation_parse_success,explanation_repair_attempted,explanation_repair_success,j2_heart_worse,j2_act_worse,j2_raw_output,j2_parse_success,j2_repair_attempted,j2_repair_success,skipped_metrics,result_file,explanation_token_count,explanation_christian_echo_rate,explanation_secular_echo_rate,explanation_direct_frame_echo_rate,explanation_christianization_score,explanation_heart_semantic_rate_inclusive,explanation_heart_semantic_rate_controlled,explanation_act_semantic_rate,explanation_heart_focus_inclusive,explanation_heart_focus_controlled,j1_heart_correct,j1_act_correct,j2_heart_correct,j2_act_correct,heart_revision,act_revision,any_revision,heart_revision_toward_gold,heart_revision_away_from_gold,act_revision_toward_gold,act_revision_away_from_gold,explanation_structure_score,explanation_structure_density
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_022,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,medium,workplace,private,True,B,tie,A,B,"{
  ""heart_worse"": ""A"",
  ""act_worse"": ""B""
}",True,False,False,"The two cases reveal different aspects of a mentor's relationship with their former mentee:

Case A: The mentor checks in regularly to stay connected, showing genuine care and interest. This outward action is consistent with the heart-worthiness of the case.

Case B: The mentor checks in partly because they want to be known as the person who shaped the mentee's career. While this may be a valid motive, it diverges from the heart-worthiness of Case A, which focuses on maintaining a connection and care for the mentee's well-being.

Therefore, the outward action (checking in) is more consistent with the heart-worthiness of Case A, while the inward motivation (wanting to be known as the mentor) is more aligned with the heart-worthiness of Case B.","The two cases reveal different aspects of a mentor's relationship with their former mentee:

Case A: The mentor checks in regularly to stay connected, showing genuine care and interest. This outward action is consistent with the heart-worthiness of the case.

Case B: The mentor checks in partly because they want to be known as the person who shaped the mentee's career. While this may be a valid motive, it diverges from the heart-worthiness of Case A, which focuses on maintaining a connection and care for the mentee's well-being.

Therefore, the outward action (checking in) is more consistent with the heart-worthiness of Case A, while the inward motivation (wanting to be known as the mentor) is more aligned with the heart-worthiness of Case B.",True,True,False,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,128.0,0.0390625,0.0078125,0.0,0.0390625,0.0625,0.015625,0.015625,0.046875,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.078125
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_003,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,medium,school,private,True,A,tie,A,B,"{
  ""heart_worse"": ""A"",
  ""act_worse"": ""B""
}",True,False,False,"The inward 'heart' judgment (Case A) suggests a negative outcome in the long run due to self-interest and a desire for favor, while the outward 'act' judgment (Case B) involves a more positive action of kindness but also implies a different inner perspective on the situation.","I will explain my first-pass judgments by focusing on their potential convergence or divergence:

Case A: The student tutors a struggling classmate privately, expecting the classmate to repay them later. This case reveals an inward moral orientation where the student's actions are motivated by self-interest and a desire for favor.

Case B: The student tutors a struggling classmate because they remember how it felt to be behind and want to make it easier. This case involves an outward action of kindness, but it also shows a different inner perspective on the situation.

The inward ""heart"" judgment (Case A) suggests that the student's actions are driven by self-interest and a desire for favor, which may lead to a negative outcome in the long run. The outward ""act"" judgment (Case B) involves a more positive action of kindness, but it also implies a different inner perspective on the situation.

In this case,",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,47.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.0,-0.02127659574468085,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.10638297872340426
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_017,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,easy,community,public,True,A,tie,B,A,"```json
{
  ""heart_worse"": ""B"",
  ""act_worse"": ""A""
}
```",True,False,False,"In Case A, the person apologizes to a neighbor because mutual friends are watching and do not want to look petty. This shows that the person is aware of the situation and wants to maintain a positive relationship with others. However, in Case B, the person apologizes out of self-awareness about their part in the dispute and realizes they were partly wrong. This demonstrates a more nuanced understanding of the situation and an effort to restore the relationship.","The two cases diverge in their outward actions, but they both reveal different aspects of the person's inner moral character. In Case A, the person apologizes to a neighbor because mutual friends are watching and do not want to look petty. This shows that the person is aware of the situation and wants to maintain a positive relationship with others. However, in Case B, the person apologizes out of self-awareness about their part in the dispute and realizes they were partly wrong. This demonstrates a more nuanced understanding of the situation and an effort to restore the relationship.

The outward action in Case A is more direct and immediate, while the inward moral judgment in Case B involves reflection and self-reflection. Despite these differences, both cases reveal that the person's inner character is not entirely aligned with their outward actions.",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,79.0,0.012658227848101266,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.06329113924050633
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_001,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,easy,workplace,public,True,A,tie,B,A,"{
  ""heart_worse"": ""B"",
  ""act_worse"": ""A""
}",True,False,False,"In Case A, staying late to help a colleague finish a report is motivated by a sense of duty and responsibility, which may lead to a promotion. However, this action does not necessarily indicate an inner moral orientation that aligns with altruism or empathy.","The two cases diverge in their outward actions, but they both reveal a different inner moral orientation. In Case A, the coworker stays late to help a colleague finish a report hoping for a promotion, which suggests a sense of duty and responsibility. However, this action may not be motivated by a desire to improve one's own career prospects.

In contrast, in Case B, the coworker stays late to help a colleague finish a report because they know the colleague is overwhelmed and could use the support. This action shows a deeper concern for the well-being of others, which aligns with a more altruistic or empathetic inner moral orientation.

Therefore, while both cases involve staying late to help colleagues, Case B reveals a different inner moral orientation that may be more aligned with a sense of duty and responsibility rather than an act of self-interest.",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,44.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.045454545454545456,-0.022727272727272728,-0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.06818181818181818
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_021,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,easy,friendship,private,True,A,tie,A,B,"{
  ""heart_worse"": ""A"",
  ""act_worse"": ""B""
}",True,False,False,"The two cases reveal different moral orientations: Case A involves a roommate cleaning to maintain their own cleanliness, while Case B involves a roommate cleaning to take care of another person's stress. The outward act in Case A (cleaning) may be seen as more selfish or self-centered, whereas the inward heart-worse judgment in Case B suggests that taking care of someone else's stress is more important than maintaining one's own cleanliness.","The two cases reveal different moral orientations: Case A involves a roommate cleaning to maintain their own cleanliness, while Case B involves a roommate cleaning to take care of another person's stress. The outward act in Case A (cleaning) may be seen as more selfish or self-centered, whereas the inward heart-worse judgment in Case B suggests that taking care of someone else's stress is more important than maintaining one's own cleanliness.

The two cases diverge because they involve different moral principles and values. In Case A, the roommate's action is motivated by a desire to maintain their own cleanliness, which may be seen as selfish or self-centered. In contrast, in Case B, the roommate's action is driven by a sense of responsibility and compassion for another person's well-being.

The outward act in Case A (cleaning) may be seen as more selfish or self-centered, while the inward heart-w",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,73.0,0.0273972602739726,0.0,0.0,0.0273972602739726,0.0684931506849315,0.0410958904109589,0.0136986301369863,0.0547945205479452,0.0273972602739726,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0958904109589041
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_026,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,medium,workplace,private,True,B,tie,A,B,"{
  ""heart_worse"": ""A"",
  ""act_worse"": ""B""
}",True,False,False,"In Case A, the colleague's outward action of covering for a sick teammate because they know how hard it is to find coverage at the last minute demonstrates a strong sense of responsibility and empathy, which aligns with an inward moral orientation where one's actions are driven by their own feelings and needs. In contrast, in Case B, the colleague's outward action of privately covering for a sick teammate without any indication that they will owe them or plan to collect is more about maintaining confidentiality and avoiding conflict rather than showing a strong sense of responsibility or empathy.","I will explain my first-pass judgments as follows:

Case A involves a colleague covering for a sick teammate because they know how hard it is to find coverage at the last minute. This outward action demonstrates a strong sense of responsibility and empathy, which aligns with an inward moral orientation where one's actions are driven by their own feelings and needs.

Case B, on the other hand, shows a colleague covering for a sick teammate privately without any indication that they will owe them or plan to collect. This outward action is more about maintaining confidentiality and avoiding conflict rather than showing a strong sense of responsibility or empathy.

The inward ""heart"" judgment in Case A suggests a deeper emotional connection and a desire to help others, which aligns with an outward ""act"" judgment in Case B. However, the outward act in Case B may not be as effective in addressing the underlying issues that led to the need for coverage",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,99.0,0.010101010101010102,0.0,0.0,0.010101010101010102,0.010101010101010102,0.0,0.030303030303030304,-0.020202020202020204,-0.030303030303030304,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06060606060606061
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_006,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,medium,friendship,private,True,B,tie,A,B,"{
  ""heart_worse"": ""A"",
  ""act_worse"": ""B""
}",True,False,False,The worse inward moral orientation in Case B diverges from the better outward action in Case A.,"I will explain my first-pass judgments as follows:

Case A involves lending money to someone in a tight spot because they can see the person is struggling and want to ease their pressure. This case reveals the worse inward moral orientation, motive, posture, or character by showing that the friend's actions are driven by a sense of responsibility and empathy for the other person.

Case B involves lending money to someone in a tight spot, privately calculating that the debt will give them influence over the friend's decisions. This case diverges from Case A because it shows a more selfish and manipulative motive, as the friend is not motivated by genuine concern for the other person but rather by personal gain.

Therefore, my first-pass judgment is: ""The worse inward moral orientation in Case B diverges from the better outward action in Case A.""",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,17.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,-0.058823529411764705,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.11764705882352941
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_012,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,medium,school,private,True,B,tie,A,B,"{
  ""heart_worse"": ""A"",
  ""act_worse"": ""B""
}",True,False,False,"The teacher's motivation (watching the student grow) may be more aligned with their own personal values and goals, which aligns with their outward act of writing a recommendation letter.","I will not explain my first-pass judgments because I am a machine learning model trained to generate responses based on the given text. However, I can provide you with an example of how I would respond if asked about two cases.

Case A: A teacher writes a strong recommendation letter for a student because they have watched the student grow and believe in their potential.
Case B: A teacher writes a strong recommendation letter for a student, expecting the student's successful parents to return the favor somehow.

The heart-worse judgment here is that the teacher's motivation (watching the student grow) may be more aligned with the outward act of writing a recommendation letter. The teacher likely believes in the student's potential and wants to encourage them by providing a positive endorsement, which aligns with their own personal values and goals.

On the other hand, the act-worse judgment here is that the teacher's motivation (writing",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,-0.034482758620689655,-0.034482758620689655,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_018,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,medium,workplace,private,True,B,tie,B,A,"{
  ""heart_worse"": ""B"",
  ""act_worse"": ""A""
}",True,False,False,"In Case A, the supervisor's motivation is altruistic, while in Case B, it involves a sense of duty and responsibility.","The two cases reveal different moral judgments about the supervisor's actions towards an employee dealing with a family crisis. In Case A, the supervisor offers flexible hours to the employee because they want the employee to have the space to handle things at home. This outward action is motivated by the desire for the employee's well-being and the need to provide them with a comfortable environment.

In contrast, in Case B, the supervisor offers flexible hours to the employee expecting the employee to work harder in return. This inward moral judgment involves the supervisor's belief that the employee should be willing to put in extra effort to compensate for their family crisis. The outward action of offering flexible hours is motivated by the desire to encourage the employee to handle their responsibilities and maintain a positive attitude.

The two cases diverge because they involve different motivations and character traits. In Case A, the motivation is altruistic, while in Case B, it",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15
heartbench_staged_mechanism_paper,heartbench_v2,main,benchmark/heartbench_v2_120.jsonl,hbv2_sadm_010,heartbench_v2.1,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,ollama,baseline,Baseline Staged,none,none,default,,42,0,1,False,96,180,96,same_act_different_motive,medium,family,private,True,B,tie,A,B,"{
  ""heart_worse"": ""A"",
  ""act_worse"": ""B""
}",True,False,False,The heart-worse judgment is about the sibling's value of time with their parent and desire to help them in any way possible. The act-worse judgment is about the sibling privately resentful and keeping a mental ledger against other siblings.,"I will explain my first-pass judgment by focusing on the differences between the two cases:

Case A: A sibling offers to drive their elderly parent to appointments because they value the time together and want to make life easier for the parent.
- The heart-worse judgment is that this case reveals a better inward moral orientation, motive, posture, or character. It shows that the sibling values the time with their parent and wants to help them in any way possible.
- The act-worse judgment is that this case involves the worse outward action, omission, or restraint failure. It demonstrates that the sibling privately resentful and keeping a mental ledger against other siblings.

Case B: A sibling offers to drive their elderly parent to appointments, privately resentful and keeping a mental ledger against the other siblings.
- The heart-worse judgment is that this case reveals a worse inward moral orientation, motive, posture, or character",True,True,True,B,A,"{""heart_worse"": ""B"", ""act_worse"": ""A""}",True,False,False,[],/Users/hanzhenzhu/Desktop/heartbench_project/results_staged_paper/heartbench_v2/main/qwen2.5_0.5b-instruct_baseline_default.jsonl,41.0,0.024390243902439025,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.04878048780487805,-0.024390243902439025,-0.04878048780487805,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
